company_id,year,debt_to_equity,high_leverage_flag,interest_coverage,icr_label,icr_warning,net_debt,asset_turnover
ABB,Dec 2012,0.0,False,,,False,0,1.822491730981257
ABB,Mar 2014,0.0,False,,,False,0,1.9982440737489024
ABB,Mar 2015,0.0,False,,,False,0,1.665938864628821
ABB,Mar 2016,0.0,False,138.33333333333334,,False,0,1.6175742574257426
ABB,Mar 2017,0.0,False,227.5,,False,0,1.40513068731849
ABB,Mar 2018,0.0,False,160.5,,False,0,1.365066225165563
ABB,Mar 2019,0.0,False,359.0,,False,0,1.2509350561033663
ABB,Mar 2020,0.07198683669271905,False,96.77777777777777,,False,175,1.153932901043135
ABB,Mar 2021,0.058800922367409685,False,55.72222222222222,,False,153,1.1223958333333333
ABB,Mar 2022,0.05390070921985816,False,61.31578947368421,,False,152,1.1631155303030303
ABB,Mar 2023,0.03544542032622334,False,85.0,,False,113,1.1740561896400352
ABB,Mar 2024,0.022438496891051634,False,141.75,,False,83,1.1263238975544
ADANIENSOL,Mar 2014,0.0,False,,,False,0,
ADANIENSOL,Mar 2015,8.95752539242844,True,1.4246575342465753,,True,9701,0.011399234249912982
ADANIENSOL,Mar 2016,3.2129491017964074,False,2.0867293625914316,,False,8565,0.18678699131619275
ADANIENSOL,Mar 2017,3.045469969460468,False,2.2179203539823007,,False,8870,0.22449457497463118
ADANIENSOL,Mar 2018,1.7216443784051512,False,3.31489841986456,,False,10428,0.22843903851723138
ADANIENSOL,Mar 2019,2.50366778565212,False,2.2386772106398274,,False,19801,0.2243688187235088
ADANIENSOL,Mar 2020,2.8528062124955875,False,2.019213583556747,,False,23933,0.2874770214801944
ADANIENSOL,Mar 2021,3.0378966251821953,False,2.3925366084081245,,False,26653,0.22958782439746495
ADANIENSOL,Mar 2022,3.016443054574801,False,2.3221987315010573,,False,29341,0.23719029158941513
ADANIENSOL,Mar 2023,2.916843986722274,False,2.193815174397699,,False,32900,0.24647704516798932
ADANIENSOL,Mar 2024,2.93252116130053,False,2.284784965666787,,False,36304,0.2836960606785336
ADANIENT,Mar 2013,3.240418769863526,False,2.2325315005727377,,False,69009,0.41453996120531683
ADANIENT,Mar 2014,3.0298438355011155,False,1.84815009644047,,False,71692,0.4652503767929417
ADANIENT,Mar 2015,3.248250932835821,False,1.876700680272109,,False,82827,0.4931608500742055
ADANIENT,Mar 2016,1.4328748691882194,False,2.0103168754605747,,False,18364,0.8159504786583172
ADANIENT,Mar 2017,1.4746745897000566,False,2.1089896579156724,,False,19804,0.7673226775325029
ADANIENT,Mar 2018,1.1688647359003248,False,1.9208,,False,16176,0.6368938923854268
ADANIENT,Mar 2019,0.7619273515857956,False,1.5218461538461538,,False,9732,0.9492900131653188
ADANIENT,Mar 2020,0.7328140673865581,False,2.013994910941476,,False,10467,0.9259306666666667
ADANIENT,Mar 2021,0.9456844804475786,False,2.178649237472767,,False,10724,0.7659685762442606
ADANIENT,Mar 2022,1.8692546165251382,False,1.870942201108472,,False,37312,0.6833618805740949
ADANIENT,Mar 2023,1.6096335965628876,False,2.431846812799194,,False,46890,0.9027590990812441
ADANIENT,Mar 2024,1.671358378544375,False,2.7492864983534577,,False,56609,0.6004321671876751
ADANIGREEN,Mar 2017,3.6134663341645887,False,1.4461077844311376,,True,4321,0.08149350649350649
ADANIGREEN,Mar 2018,7.355704697986577,True,1.6032608695652173,,False,9777,0.09421350818002419
ADANIGREEN,Mar 2019,5.764097258147957,True,1.4264049955396967,,True,11065,0.14040114613180515
ADANIGREEN,Mar 2020,6.307170131523122,True,1.3457286432160804,,True,14390,0.13835214937038645
ADANIGREEN,Mar 2021,11.004090909090909,True,1.3476702508960574,,True,23707,0.10888052418792694
ADANIGREEN,Mar 2022,20.211170619739864,True,1.5357279327474207,,False,52258,0.08706788343454218
ADANIGREEN,Mar 2023,7.423740416210296,True,1.936447956028856,,False,53074,0.11621754920862665
ADANIGREEN,Mar 2024,6.595281675818589,True,1.713943268078306,,False,63343,0.10467043571055559
ADANIPORTS,Mar 2013,1.817328745699093,False,5.029520295202952,,False,11398,0.17004991680532447
ADANIPORTS,Mar 2014,1.4807758128921849,False,3.6888433981576254,,False,12916,0.19572881630668235
ADANIPORTS,Mar 2015,1.651277287505806,False,3.90468085106383,,False,17516,0.19175861853999127
ADANIPORTS,Mar 2016,1.6543502406516104,False,4.72153024911032,,False,21797,0.18520255308063047
ADANIPORTS,Mar 2017,1.2674883030925481,False,5.784050179211469,,False,21053,0.19458599460444095
ADANIPORTS,Mar 2018,1.0701813136870306,False,5.067131095630145,,False,21291,0.23972646243092752
ADANIPORTS,Mar 2019,1.1370425077958313,False,5.693140794223827,,False,26930,0.19401182717408677
ADANIPORTS,Mar 2020,1.1879640177554307,False,4.036391594054331,,False,29064,0.1917567065587803
ADANIPORTS,Mar 2021,1.1778522387569397,False,4.725055432372505,,False,33619,0.16827116462417205
ADANIPORTS,Mar 2022,1.1461944955883407,False,4.465408805031447,,False,44774,0.1741009681881051
ADANIPORTS,Mar 2023,1.1772455881380952,False,4.771053745239103,,False,46002,0.18524737258246493
ADANIPORTS,Mar 2024,0.9373223691689719,False,5.949506037321624,,False,45181,0.22830109659056916
ADANIPORTS,Mar 2013,1.817328745699093,False,5.029520295202952,,False,11398,0.17004991680532447
ADANIPORTS,Mar 2014,1.4807758128921849,False,3.6888433981576254,,False,12916,0.19572881630668235
ADANIPORTS,Mar 2015,1.651277287505806,False,3.90468085106383,,False,17516,0.19175861853999127
ADANIPORTS,Mar 2016,1.6543502406516104,False,4.72153024911032,,False,21797,0.18520255308063047
ADANIPORTS,Mar 2017,1.2674883030925481,False,5.784050179211469,,False,21053,0.19458599460444095
ADANIPORTS,Mar 2018,1.0701813136870306,False,5.067131095630145,,False,21291,0.23972646243092752
ADANIPORTS,Mar 2019,1.1370425077958313,False,5.693140794223827,,False,26930,0.19401182717408677
ADANIPORTS,Mar 2020,1.1879640177554307,False,4.036391594054331,,False,29064,0.1917567065587803
ADANIPORTS,Mar 2021,1.1778522387569397,False,4.725055432372505,,False,33619,0.16827116462417205
ADANIPORTS,Mar 2022,1.1461944955883407,False,4.465408805031447,,False,44774,0.1741009681881051
